"","doy","t","temp","seas","thresh","X5Ev"
"3921",269,1992-09-25,19,22.4488,25.2722,0
"3922",270,1992-09-26,20.4,22.2588,25.1187,0
"3923",271,1992-09-27,21.7,22.066,24.9453,0
"3924",272,1992-09-28,23,21.8713,24.7726,0
"3925",273,1992-09-29,21.9,21.675,24.5972,0
"3926",274,1992-09-30,19.1,21.4787,24.4213,0
"3927",275,1992-10-01,17.3,21.2822,24.245,0
"3928",276,1992-10-02,16.5,21.0847,24.0694,0
"3929",277,1992-10-03,16.9,20.8849,23.8938,0
"3930",278,1992-10-04,17.3,20.683,23.717,0
"3931",279,1992-10-05,17.7,20.4805,23.5344,0
"3932",280,1992-10-06,15.7,20.2781,23.3387,0
"3933",281,1992-10-07,15.6,20.0768,23.1454,0
"3934",282,1992-10-08,16.7,19.8746,22.9602,0
"3935",283,1992-10-09,18.4,19.6677,22.7663,0
"3936",284,1992-10-10,18.3,19.4553,22.5638,0
"3937",285,1992-10-11,18.1,19.2395,22.3607,0
"3938",286,1992-10-12,17.9,19.0234,22.155,0
"3939",287,1992-10-13,17.8,18.8089,21.9497,0
"3940",288,1992-10-14,18.3,18.5964,21.7493,0
"3941",289,1992-10-15,18.8,18.3837,21.5495,0
"3942",290,1992-10-16,20,18.169,21.3423,0
"3943",291,1992-10-17,18.3,17.9528,21.1343,0
"3944",292,1992-10-18,16.6,17.7348,20.9249,0
"3945",293,1992-10-19,14.8,17.516,20.7114,0
"3946",294,1992-10-20,11.8,17.3002,20.4958,0
"3947",295,1992-10-21,12.7,17.0892,20.2792,0
"3948",296,1992-10-22,13.2,16.88,20.0615,0
"3949",297,1992-10-23,13.2,16.6694,19.832,0
"3950",298,1992-10-24,13.3,16.4568,19.5933,0
"3951",299,1992-10-25,13.4,16.2415,19.3507,0
"3952",300,1992-10-26,13.5,16.0265,19.1181,0
"3953",301,1992-10-27,13.7,15.8131,18.9042,0
"3954",302,1992-10-28,14.5,15.6004,18.714,0
"3955",303,1992-10-29,14.7,15.3883,18.5198,0
"3956",304,1992-10-30,15.8,15.1774,18.3224,0
"3957",305,1992-10-31,15.3,14.9666,18.1223,0
"3958",306,1992-11-01,14.7,14.7565,17.9127,0
"3959",307,1992-11-02,14.2,14.5487,17.7052,0
"3960",308,1992-11-03,15.6,14.344,17.5037,0
"3961",309,1992-11-04,15.6,14.1418,17.2977,0
"3962",310,1992-11-05,17.6,13.9428,17.1032,0
"3963",311,1992-11-06,15.1,13.7469,16.9218,0
"3964",312,1992-11-07,13.5,13.5535,16.7422,0
"3965",313,1992-11-08,12,13.363,16.5608,0
"3966",314,1992-11-09,10.5,13.1783,16.3956,0
"3967",315,1992-11-10,10.1,12.9994,16.2363,0
"3968",316,1992-11-11,10.8,12.8252,16.0789,0
"3969",317,1992-11-12,12.2,12.6525,15.9269,0
"3970",318,1992-11-13,14.8,12.48,15.7762,0
"3971",319,1992-11-14,12.9,12.3077,15.6211,0
"3972",320,1992-11-15,10.9,12.1363,15.4594,0
"3973",321,1992-11-16,8.9,11.9662,15.3066,0
"3974",322,1992-11-17,7.8,11.7965,15.1546,0
"3975",323,1992-11-18,8.6,11.6255,15.0009,0
"3976",324,1992-11-19,10.7,11.4545,14.8449,0
"3977",325,1992-11-20,10.7,11.2817,14.6935,0
"3978",326,1992-11-21,12.1,11.1065,14.5396,0
"3979",327,1992-11-22,13.5,10.9302,14.3814,0
"3980",328,1992-11-23,15,10.7557,14.2314,1
"3981",329,1992-11-24,15,10.5838,14.0846,1
"3982",330,1992-11-25,14.8,10.4155,13.9445,1
"3983",331,1992-11-26,15.2,10.2496,13.806,1
"3984",332,1992-11-27,15.2,10.0848,13.6679,1
"3985",333,1992-11-28,13.6,9.9213,13.5156,1
"3986",334,1992-11-29,12,9.7608,13.3599,0
"3987",335,1992-11-30,10.3,9.6018,13.2046,0
"3988",336,1992-12-01,9.7,9.4434,13.0546,0
"3989",337,1992-12-02,9.1,9.2865,12.9072,0
"3990",338,1992-12-03,8.3,9.1319,12.761,0
"3991",339,1992-12-04,7.7,8.9805,12.6149,0
"3992",340,1992-12-05,7,8.8322,12.4736,0
"3993",341,1992-12-06,6.3,8.6849,12.3315,0
"3994",342,1992-12-07,5.5,8.5388,12.1905,0
"3995",343,1992-12-08,5.5,8.3956,12.0514,0
"3996",344,1992-12-09,5.2,8.2551,11.9139,0
"3997",345,1992-12-10,5.6,8.1163,11.7759,0
"3998",346,1992-12-11,7.6,7.9802,11.6431,0
"3999",347,1992-12-12,7.2,7.8476,11.5173,0
"4000",348,1992-12-13,6.9,7.7193,11.3912,0
"4001",349,1992-12-14,6.6,7.5941,11.2689,0
"4002",350,1992-12-15,6.6,7.4708,11.152,0
"4003",351,1992-12-16,6.3,7.3496,11.0463,0
"4004",352,1992-12-17,8.1,7.2318,10.9447,0
"4005",353,1992-12-18,8.6,7.119,10.8438,0
"4006",354,1992-12-19,8.3,7.0125,10.7459,0
"4007",355,1992-12-20,8.1,6.9116,10.6552,0
"4008",356,1992-12-21,7.8,6.8156,10.5678,0
"4009",357,1992-12-22,7.6,6.7238,10.4795,0
"4010",358,1992-12-23,8.1,6.6371,10.3959,0
"4011",359,1992-12-24,8.6,6.5553,10.3151,0
"4012",360,1992-12-25,7.7,6.4788,10.2468,0
"4013",361,1992-12-26,6.9,6.4067,10.1791,0
"4014",362,1992-12-27,6,6.3381,10.113,0
"4015",363,1992-12-28,5.1,6.2717,10.0359,0
"4016",364,1992-12-29,6.9,6.2073,9.9708,0
"4017",365,1992-12-30,8.4,6.1436,9.912,0
"4018",366,1992-12-31,9.1,6.0814,9.8597,0
"4019",1,1993-01-01,11.17,6.0213,9.8011,0
"4020",2,1993-01-02,9.63,5.9619,9.754,0
"4021",3,1993-01-03,8.1,5.9009,9.7066,0
"4022",4,1993-01-04,6.56,5.8374,9.6579,0
"4023",5,1993-01-05,9.73,5.7714,9.6088,0
"4024",6,1993-01-06,9.63,5.7045,9.5577,0
"4025",7,1993-01-07,9.22,5.6374,9.5112,0
"4026",8,1993-01-08,8.81,5.5699,9.4651,0
"4027",9,1993-01-09,8.13,5.502,9.4208,0
"4028",10,1993-01-10,7.45,5.4345,9.3773,0
"4029",11,1993-01-11,6.77,5.3679,9.3366,0
"4030",12,1993-01-12,7.59,5.3027,9.2992,0
"4031",13,1993-01-13,8.81,5.2419,9.2635,0
"4032",14,1993-01-14,8.71,5.1875,9.2345,0
"4033",15,1993-01-15,8.3,5.1398,9.2087,0
"4034",16,1993-01-16,7.52,5.0977,9.1791,0
"4035",17,1993-01-17,6.73,5.0599,9.1451,0
"4036",18,1993-01-18,5.95,5.0258,9.1079,0
"4037",19,1993-01-19,5.64,4.9966,9.0707,0
"4038",20,1993-01-20,4.62,4.973,9.0358,0
"4039",21,1993-01-21,4.52,4.9544,9.0038,0
"4040",22,1993-01-22,6.36,4.9391,8.9754,0
"4041",23,1993-01-23,6.73,4.9265,8.9499,0
"4042",24,1993-01-24,7.11,4.9139,8.9199,0
"4043",25,1993-01-25,7.48,4.8999,8.8824,0
"4044",26,1993-01-26,5.95,4.8851,8.8452,0
"4045",27,1993-01-27,5.74,4.872,8.8028,0
"4046",28,1993-01-28,5.54,4.8633,8.7773,0
"4047",29,1993-01-29,6.56,4.8586,8.7576,0
"4048",30,1993-01-30,6.05,4.8581,8.7475,0
"4049",31,1993-01-31,5.54,4.8622,8.7375,0
"4050",32,1993-02-01,5.03,4.8726,8.7415,0
"4051",33,1993-02-02,1.65,4.8924,8.7525,0
"4052",34,1993-02-03,1.45,4.9223,8.7727,0
"4053",35,1993-02-04,2.57,4.9625,8.8017,0
"4054",36,1993-02-05,3.19,5.0122,8.8341,0
"4055",37,1993-02-06,3.46,5.0696,8.8699,0
"4056",38,1993-02-07,3.73,5.1328,8.9063,0
"4057",39,1993-02-08,4.01,5.201,8.9503,0
"4058",40,1993-02-09,3.8,5.274,8.9925,0
"4059",41,1993-02-10,4.72,5.3505,9.0341,0
"4060",42,1993-02-11,6.05,5.4305,9.0845,0
"4061",43,1993-02-12,7.07,5.5118,9.1323,0
"4062",44,1993-02-13,6.26,5.5905,9.1835,0
"4063",45,1993-02-14,5.44,5.6664,9.2309,0
"4064",46,1993-02-15,4.62,5.7408,9.2794,0
"4065",47,1993-02-16,6.05,5.8161,9.3361,0
"4066",48,1993-02-17,6.56,5.8954,9.4032,0
"4067",49,1993-02-18,6.26,5.979,9.4767,0
"4068",50,1993-02-19,3.09,6.0658,9.5594,0
"4069",51,1993-02-20,3.6,6.1568,9.6482,0
"4070",52,1993-02-21,4.11,6.2525,9.7369,0
"4071",53,1993-02-22,4.62,6.3542,9.8334,0
"4072",54,1993-02-23,6.26,6.4623,9.9337,0
"4073",55,1993-02-24,4.62,6.5795,10.0538,0
"4074",56,1993-02-25,2.57,6.7067,10.1928,0
"4075",57,1993-02-26,3.49,6.842,10.3477,0
"4076",58,1993-02-27,2.98,6.9817,10.5159,0
"4077",59,1993-02-28,2.47,7.1233,10.6843,0
"4078",61,1993-03-01,1.96,7.4115,11.0181,0
"4079",62,1993-03-02,3.6,7.5576,11.189,0
"4080",63,1993-03-03,6.67,7.704,11.3502,0
"4081",64,1993-03-04,7.28,7.8476,11.5052,0
"4082",65,1993-03-05,8.3,7.9885,11.6533,0
"4083",66,1993-03-06,8.23,8.126,11.795,0
"4084",67,1993-03-07,8.17,8.2612,11.936,0
"4085",68,1993-03-08,8.1,8.3979,12.0772,0
"4086",69,1993-03-09,8.4,8.539,12.2196,0
"4087",70,1993-03-10,8.3,8.6832,12.3589,0
"4088",71,1993-03-11,8.1,8.8316,12.507,0
"4089",72,1993-03-12,7.59,8.9842,12.6572,0
"4090",73,1993-03-13,5.71,9.1412,12.8028,0
"4091",74,1993-03-14,3.84,9.3031,12.9569,0
"4092",75,1993-03-15,1.96,9.4715,13.1131,0
"4093",76,1993-03-16,2.68,9.6452,13.2698,0
"4094",77,1993-03-17,6.56,9.8222,13.4245,0
"4095",78,1993-03-18,5.64,10.0014,13.5852,0
"4096",79,1993-03-19,3.49,10.1795,13.7394,0
"4097",80,1993-03-20,4.65,10.3563,13.9018,0
"4098",81,1993-03-21,5.81,10.5331,14.0602,0
"4099",82,1993-03-22,6.97,10.7089,14.2141,0
"4100",83,1993-03-23,8.81,10.8835,14.3766,0
"4101",84,1993-03-24,8.92,11.0559,14.5345,0
"4102",85,1993-03-25,8.92,11.2245,14.6995,0
"4103",86,1993-03-26,9.63,11.3884,14.8566,0
"4104",87,1993-03-27,10.83,11.5488,15.0043,0
"4105",88,1993-03-28,12.02,11.7091,15.1545,0
"4106",89,1993-03-29,13.21,11.8693,15.3095,0
"4107",90,1993-03-30,13.21,12.0308,15.4585,0
"4108",91,1993-03-31,13.21,12.1943,15.6099,0
"4109",92,1993-04-01,13.11,12.3604,15.7625,0
"4110",93,1993-04-02,14.64,12.5287,15.9123,0
"4111",94,1993-04-03,13.45,12.6979,16.0677,0
"4112",95,1993-04-04,12.26,12.869,16.2253,0
"4113",96,1993-04-05,11.06,13.0438,16.386,0
"4114",97,1993-04-06,9.22,13.2223,16.5527,0
"4115",98,1993-04-07,8.1,13.4043,16.7245,0
"4116",99,1993-04-08,8.92,13.5859,16.8968,0
"4117",100,1993-04-09,11.06,13.7649,17.0704,0
"4118",101,1993-04-10,11.81,13.9414,17.2455,0
"4119",102,1993-04-11,12.56,14.1148,17.4184,0
"4120",103,1993-04-12,13.31,14.2856,17.5934,0
"4121",104,1993-04-13,13.11,14.4541,17.7742,0
"4122",105,1993-04-14,13.52,14.621,17.9543,0
"4123",106,1993-04-15,14.44,14.7856,18.1308,0
"4124",107,1993-04-16,16.38,14.9473,18.3055,0
"4125",108,1993-04-17,15.84,15.1081,18.4823,0
"4126",109,1993-04-18,15.29,15.2684,18.6515,0
"4127",110,1993-04-19,14.75,15.4306,18.8206,0
"4128",111,1993-04-20,15.36,15.5963,18.9901,0
"4129",112,1993-04-21,16.28,15.7656,19.1611,0
"4130",113,1993-04-22,16.89,15.9379,19.3378,0
"4131",114,1993-04-23,11.78,16.1108,19.5075,0
"4132",115,1993-04-24,13.72,16.283,19.68,0
"4133",116,1993-04-25,15.67,16.4571,19.8464,0
"4134",117,1993-04-26,17.61,16.6356,20.0149,0
"4135",118,1993-04-27,16.49,16.8179,20.1844,0
"4136",119,1993-04-28,13.62,16.9994,20.3413,0
"4137",120,1993-04-29,13.21,17.1802,20.4866,0
"4138",121,1993-04-30,14.23,17.3582,20.6351,0
"4139",122,1993-05-01,15.5,17.533,20.7789,0
"4140",123,1993-05-02,16.76,17.7044,20.9309,0
"4141",124,1993-05-03,18.02,17.8725,21.0838,0
"4142",125,1993-05-04,17.61,18.04,21.2405,0
"4143",126,1993-05-05,18.53,18.2095,21.4041,0
"4144",127,1993-05-06,18.74,18.3775,21.5653,0
"4145",128,1993-05-07,20.47,18.5419,21.7265,0
"4146",129,1993-05-08,20.92,18.7034,21.8887,0
"4147",130,1993-05-09,21.36,18.8654,22.061,0
"4148",131,1993-05-10,21.8,19.0297,22.243,0
"4149",132,1993-05-11,22.52,19.1987,22.4302,0
"4150",133,1993-05-12,24.26,19.3728,22.6215,0
"4151",134,1993-05-13,23.65,19.5508,22.8175,0
"4152",135,1993-05-14,21.91,19.7297,23.0056,0
"4153",136,1993-05-15,22.25,19.9083,23.1873,0
"4154",137,1993-05-16,22.59,20.0858,23.3671,0
"4155",138,1993-05-17,22.93,20.2644,23.5461,0
"4156",139,1993-05-18,21.91,20.4443,23.7201,0
"4157",140,1993-05-19,20.88,20.6264,23.8924,0
"4158",141,1993-05-20,20.47,20.8096,24.0728,0
"4159",142,1993-05-21,19.35,20.991,24.2427,0
"4160",143,1993-05-22,19.69,21.1689,24.4173,0
"4161",144,1993-05-23,20.03,21.3426,24.5876,0
"4162",145,1993-05-24,20.37,21.5142,24.7548,0
"4163",146,1993-05-25,22.01,21.6873,24.9236,0
"4164",147,1993-05-26,23.85,21.8602,25.094,0
"4165",148,1993-05-27,21.4,22.0319,25.2609,0
"4166",149,1993-05-28,23.03,22.2011,25.4295,0
"4167",150,1993-05-29,22.75,22.3695,25.6025,0
"4168",151,1993-05-30,22.47,22.5376,25.7773,0
"4169",152,1993-05-31,22.19,22.7064,25.9525,0
"4170",153,1993-06-01,21.91,22.8766,26.1302,0
"4171",154,1993-06-02,20.07,23.0476,26.2985,0
"4172",155,1993-06-03,20.68,23.2198,26.4651,0
"4173",156,1993-06-04,20.37,23.3916,26.626,0
"4174",157,1993-06-05,20.82,23.5615,26.7773,0
"4175",158,1993-06-06,21.26,23.7317,26.9273,0
"4176",159,1993-06-07,21.7,23.9032,27.0724,0
"4177",160,1993-06-08,23.44,24.0759,27.2134,0
"4178",161,1993-06-09,25.28,24.2477,27.3438,0
"4179",162,1993-06-10,28.15,24.4164,27.4598,0
"4180",163,1993-06-11,29.07,24.5795,27.5645,0
"4181",164,1993-06-12,27.26,24.7359,27.6605,0
"4182",165,1993-06-13,25.45,24.8861,27.7494,0
"4183",166,1993-06-14,23.65,25.0319,27.8335,0
"4184",167,1993-06-15,23.13,25.1744,27.9174,0
"4185",168,1993-06-16,24.46,25.316,28.0045,0
"4186",169,1993-06-17,25.69,25.4559,28.0974,0
"4187",170,1993-06-18,26.92,25.5936,28.1961,0
"4188",171,1993-06-19,27.46,25.7273,28.2965,0
"4189",172,1993-06-20,28.01,25.8563,28.3893,0
"4190",173,1993-06-21,28.56,25.9813,28.4834,0
"4191",174,1993-06-22,27.63,26.1027,28.5679,0
"4192",175,1993-06-23,27.02,26.2216,28.6518,0
"4193",176,1993-06-24,26.2,26.3383,28.7346,0
"4194",177,1993-06-25,26.41,26.4523,28.8157,0
"4195",178,1993-06-26,26.58,26.563,28.8904,0
"4196",179,1993-06-27,26.75,26.6678,28.9626,0
"4197",180,1993-06-28,26.92,26.7672,29.0271,0
"4198",181,1993-06-29,27.63,26.8619,29.086,0
"4199",182,1993-06-30,28.04,26.9528,29.1449,0
"4200",183,1993-07-01,27.84,27.0414,29.2005,0
"4201",184,1993-07-02,27.12,27.1281,29.2537,0
"4202",185,1993-07-03,27.81,27.213,29.3084,0
"4203",186,1993-07-04,28.5,27.296,29.3612,0
"4204",187,1993-07-05,29.19,27.3757,29.4129,0
"4205",188,1993-07-06,29.89,27.4499,29.4668,1
"4206",189,1993-07-07,30.09,27.5184,29.5229,1
"4207",190,1993-07-08,31.11,27.582,29.5798,1
"4208",191,1993-07-09,32.14,27.6402,29.6326,1
"4209",192,1993-07-10,32.1,27.6927,29.6831,1
"4210",193,1993-07-11,32.07,27.7402,29.7347,1
"4211",194,1993-07-12,32.03,27.7829,29.786,1
"4212",195,1993-07-13,31.42,27.8206,29.8372,1
"4213",196,1993-07-14,30.81,27.8548,29.8848,1
"4214",197,1993-07-15,31.32,27.8865,29.9292,1
"4215",198,1993-07-16,29.48,27.9169,29.9714,0
"4216",199,1993-07-17,28.9,27.9444,30.0087,0
"4217",200,1993-07-18,28.32,27.9678,30.0383,0
"4218",201,1993-07-19,27.74,27.9858,30.0626,0
"4219",202,1993-07-20,27.33,27.9986,30.0835,0
"4220",203,1993-07-21,28.56,28.0071,30.1031,0
"4221",204,1993-07-22,28.56,28.0115,30.1195,0
"4222",205,1993-07-23,27.94,28.0125,30.1343,0
"4223",206,1993-07-24,28.18,28.0114,30.1425,0
"4224",207,1993-07-25,28.42,28.0066,30.1494,0
"4225",208,1993-07-26,28.66,27.9965,30.1491,0
"4226",209,1993-07-27,27.74,27.9814,30.1397,0
"4227",210,1993-07-28,27.63,27.964,30.1236,0
"4228",211,1993-07-29,29.07,27.946,30.1066,0
"4229",212,1993-07-30,29.78,27.9273,30.0879,0
"4230",213,1993-07-31,29.03,27.9065,30.0648,0
"4231",214,1993-08-01,28.28,27.883,30.0394,0
"4232",215,1993-08-02,27.53,27.856,30.011,0
"4233",216,1993-08-03,28.35,27.8249,29.9775,0
"4234",217,1993-08-04,28.15,27.7882,29.9411,0
"4235",218,1993-08-05,28.35,27.7479,29.9016,0
"4236",219,1993-08-06,27.74,27.7059,29.8585,0
"4237",220,1993-08-07,27.43,27.6622,29.8121,0
"4238",221,1993-08-08,27.12,27.6167,29.7584,0
"4239",222,1993-08-09,26.82,27.57,29.7023,0
"4240",223,1993-08-10,26.92,27.5237,29.6463,0
"4241",224,1993-08-11,26.82,27.4778,29.586,0
"4242",225,1993-08-12,26.82,27.431,29.5214,0
"4243",226,1993-08-13,27.23,27.3837,29.4557,0
"4244",227,1993-08-14,27.46,27.3348,29.3924,0
"4245",228,1993-08-15,27.7,27.2835,29.333,0
"4246",229,1993-08-16,27.94,27.2285,29.274,0
"4247",230,1993-08-17,27.74,27.1694,29.2139,0
"4248",231,1993-08-18,26.71,27.1069,29.1556,0
"4249",232,1993-08-19,25.59,27.0421,29.0931,0
"4250",233,1993-08-20,26.41,26.9747,29.027,0
"4251",234,1993-08-21,26.68,26.9039,28.957,0
"4252",235,1993-08-22,26.95,26.8306,28.8829,0
"4253",236,1993-08-23,27.23,26.7548,28.8075,0
"4254",237,1993-08-24,26.51,26.676,28.7297,0
"4255",238,1993-08-25,26.82,26.5965,28.6496,0
"4256",239,1993-08-26,27.74,26.5178,28.568,0
"4257",240,1993-08-27,28.35,26.4389,28.4884,0
"4258",241,1993-08-28,28.42,26.3571,28.4114,0
"4259",242,1993-08-29,28.49,26.2708,28.3342,0
"4260",243,1993-08-30,28.56,26.1795,28.2549,0
"4261",244,1993-08-31,28.56,26.0833,28.1719,0
"4262",245,1993-09-01,27.63,25.9823,28.0858,0
"4263",246,1993-09-02,28.56,25.8775,27.9952,1
"4264",247,1993-09-03,28.86,25.7696,27.9069,1
"4265",248,1993-09-04,28.58,25.6585,27.8143,1
"4266",249,1993-09-05,28.3,25.5425,27.7208,1
"4267",250,1993-09-06,28.02,25.4208,27.623,1
"4268",251,1993-09-07,27.74,25.2953,27.5164,1
"4269",252,1993-09-08,27.63,25.1678,27.4077,1
"4270",253,1993-09-09,26.82,25.0387,27.3005,0
"4271",254,1993-09-10,27.12,24.9054,27.187,0
"4272",255,1993-09-11,25.9,24.767,27.0722,0
"4273",256,1993-09-12,24.67,24.6236,26.9556,0
"4274",257,1993-09-13,23.44,24.4754,26.834,0
"4275",258,1993-09-14,24.26,24.3235,26.7079,0
"4276",259,1993-09-15,24.87,24.1692,26.5764,0
"4277",260,1993-09-16,25.79,24.012,26.4447,0
"4278",261,1993-09-17,25.08,23.8522,26.3147,0
"4279",262,1993-09-18,24.33,23.6888,26.1848,0
"4280",263,1993-09-19,23.58,23.5205,26.0532,0
"4281",264,1993-09-20,22.83,23.3478,25.9234,0
"4282",265,1993-09-21,22.62,23.1723,25.7953,0
"4283",266,1993-09-22,22.32,22.9946,25.6699,0
"4284",267,1993-09-23,22.32,22.8152,25.5424,0
"4285",268,1993-09-24,23.44,22.6339,25.4124,0
"4286",269,1993-09-25,23.85,22.4488,25.2722,0
"4287",270,1993-09-26,24.26,22.2588,25.1187,0
"4288",271,1993-09-27,24.67,22.066,24.9453,0
"4289",272,1993-09-28,22.83,21.8713,24.7726,0
"4290",273,1993-09-29,22.01,21.675,24.5972,0
"4291",274,1993-09-30,20.88,21.4787,24.4213,0
"4292",275,1993-10-01,17.82,21.2822,24.245,0
"4293",276,1993-10-02,18.09,21.0847,24.0694,0
"4294",277,1993-10-03,18.36,20.8849,23.8938,0
"4295",278,1993-10-04,18.63,20.683,23.717,0
"4296",279,1993-10-05,19.96,20.4805,23.5344,0
"4297",280,1993-10-06,18.84,20.2781,23.3387,0
"4298",281,1993-10-07,18.53,20.0768,23.1454,0
"4299",282,1993-10-08,20.17,19.8746,22.9602,0
"4300",283,1993-10-09,18.74,19.6677,22.7663,0
"4301",284,1993-10-10,17.3,19.4553,22.5638,0
"4302",285,1993-10-11,15.87,19.2395,22.3607,0
"4303",286,1993-10-12,16.38,19.0234,22.155,0
"4304",287,1993-10-13,15.97,18.8089,21.9497,0
"4305",288,1993-10-14,16.59,18.5964,21.7493,0
"4306",289,1993-10-15,16.59,18.3837,21.5495,0
"4307",290,1993-10-16,17.3,18.169,21.3423,0
"4308",291,1993-10-17,18.02,17.9528,21.1343,0
"4309",292,1993-10-18,18.74,17.7348,20.9249,0
"4310",293,1993-10-19,18.84,17.516,20.7114,0
"4311",294,1993-10-20,19.55,17.3002,20.4958,0
"4312",295,1993-10-21,20.88,17.0892,20.2792,0
"4313",296,1993-10-22,19.86,16.88,20.0615,0
"4314",297,1993-10-23,18.6,16.6694,19.832,0
"4315",298,1993-10-24,17.34,16.4568,19.5933,0
"4316",299,1993-10-25,16.08,16.2415,19.3507,0
"4317",300,1993-10-26,17.3,16.0265,19.1181,0
"4318",301,1993-10-27,17.2,15.8131,18.9042,0
"4319",302,1993-10-28,16.69,15.6004,18.714,0
"4320",303,1993-10-29,15.77,15.3883,18.5198,0
"4321",304,1993-10-30,15.19,15.1774,18.3224,0
"4322",305,1993-10-31,14.61,14.9666,18.1223,0
"4323",306,1993-11-01,14.03,14.7565,17.9127,0
"4324",307,1993-11-02,10.65,14.5487,17.7052,0
"4325",308,1993-11-03,10.96,14.344,17.5037,0
"4326",309,1993-11-04,10.35,14.1418,17.2977,0
"4327",310,1993-11-05,11.98,13.9428,17.1032,0
"4328",311,1993-11-06,11.3,13.7469,16.9218,0
"4329",312,1993-11-07,10.62,13.5535,16.7422,0
"4330",313,1993-11-08,9.94,13.363,16.5608,0
"4331",314,1993-11-09,9.63,13.1783,16.3956,0
"4332",315,1993-11-10,10.55,12.9994,16.2363,0
"4333",316,1993-11-11,9.63,12.8252,16.0789,0
"4334",317,1993-11-12,10.65,12.6525,15.9269,0
"4335",318,1993-11-13,12.33,12.48,15.7762,0
"4336",319,1993-11-14,14,12.3077,15.6211,0
"4337",320,1993-11-15,15.67,12.1363,15.4594,0
"4338",321,1993-11-16,16.79,11.9662,15.3066,0
"4339",322,1993-11-17,15.87,11.7965,15.1546,0
"4340",323,1993-11-18,16.18,11.6255,15.0009,0
"4341",324,1993-11-19,14.44,11.4545,14.8449,0
"4342",325,1993-11-20,13.42,11.2817,14.6935,0
"4343",326,1993-11-21,12.39,11.1065,14.5396,0
"4344",327,1993-11-22,11.37,10.9302,14.3814,0
"4345",328,1993-11-23,11.47,10.7557,14.2314,0
"4346",329,1993-11-24,11.37,10.5838,14.0846,0
"4347",330,1993-11-25,12.39,10.4155,13.9445,0
"4348",331,1993-11-26,12.09,10.2496,13.806,0
"4349",332,1993-11-27,12.43,10.0848,13.6679,0
"4350",333,1993-11-28,12.77,9.9213,13.5156,0
"4351",334,1993-11-29,13.11,9.7608,13.3599,0
"4352",335,1993-11-30,11.37,9.6018,13.2046,0
"4353",336,1993-12-01,9.63,9.4434,13.0546,0
"4354",337,1993-12-02,9.12,9.2865,12.9072,0
"4355",338,1993-12-03,9.94,9.1319,12.761,0
"4356",339,1993-12-04,10.14,8.9805,12.6149,0
"4357",340,1993-12-05,10.35,8.8322,12.4736,0
"4358",341,1993-12-06,10.55,8.6849,12.3315,0
"4359",342,1993-12-07,9.73,8.5388,12.1905,0
"4360",343,1993-12-08,8.92,8.3956,12.0514,0
"4361",344,1993-12-09,8.51,8.2551,11.9139,0
"4362",345,1993-12-10,9.12,8.1163,11.7759,0
"4363",346,1993-12-11,7.86,7.9802,11.6431,0
"4364",347,1993-12-12,6.6,7.8476,11.5173,0
"4365",348,1993-12-13,5.34,7.7193,11.3912,0
"4366",349,1993-12-14,5.64,7.5941,11.2689,0
"4367",350,1993-12-15,6.26,7.4708,11.152,0
"4368",351,1993-12-16,7.79,7.3496,11.0463,0
"4369",352,1993-12-17,6.97,7.2318,10.9447,0
"4370",353,1993-12-18,6.87,7.119,10.8438,0
"4371",354,1993-12-19,6.77,7.0125,10.7459,0
"4372",355,1993-12-20,6.67,6.9116,10.6552,0
"4373",356,1993-12-21,7.89,6.8156,10.5678,0
"4374",357,1993-12-22,6.26,6.7238,10.4795,0
"4375",358,1993-12-23,5.74,6.6371,10.3959,0
"4376",359,1993-12-24,4.42,6.5553,10.3151,0
"4377",360,1993-12-25,3.73,6.4788,10.2468,0
"4378",361,1993-12-26,3.05,6.4067,10.1791,0
"4379",362,1993-12-27,2.37,6.3381,10.113,0
"4380",363,1993-12-28,2.37,6.2717,10.0359,0
"4381",364,1993-12-29,1.45,6.2073,9.9708,0
"4382",365,1993-12-30,1.24,6.1436,9.912,0
"4383",366,1993-12-31,0.63,6.0814,9.8597,0
"4384",1,1994-01-01,1.65,6.0213,9.8011,0
"4385",2,1994-01-02,2.68,5.9619,9.754,0
"4386",3,1994-01-03,3.7,5.9009,9.7066,0
"4387",4,1994-01-04,5.44,5.8374,9.6579,0
"4388",5,1994-01-05,4.52,5.7714,9.6088,0
"4389",6,1994-01-06,3.7,5.7045,9.5577,0
"4390",7,1994-01-07,4.93,5.6374,9.5112,0
"4391",8,1994-01-08,3.94,5.5699,9.4651,0
"4392",9,1994-01-09,2.95,5.502,9.4208,0
"4393",10,1994-01-10,1.96,5.4345,9.3773,0
"4394",11,1994-01-11,1.65,5.3679,9.3366,0
"4395",12,1994-01-12,2.98,5.3027,9.2992,0
"4396",13,1994-01-13,3.9,5.2419,9.2635,0
"4397",14,1994-01-14,4.31,5.1875,9.2345,0
"4398",15,1994-01-15,2.34,5.1398,9.2087,0
"4399",16,1994-01-16,0.36,5.0977,9.1791,0
"4400",17,1994-01-17,-1.62,5.0599,9.1451,0
"4401",18,1994-01-18,0.12,5.0258,9.1079,0
"4402",19,1994-01-19,-0.6,4.9966,9.0707,0
"4403",20,1994-01-20,-0.6,4.973,9.0358,0
"4404",21,1994-01-21,-0.6,4.9544,9.0038,0
"4405",22,1994-01-22,-0.49,4.9391,8.9754,0
